dataset_title,file_type
"Incentivos otorgados para Proyectos en Infraestructura y Equipamiento de Laboratorios para Sanidad , Inocuidad y Calidad en 2015.",vnd.google-earth.kmz
"Incentivos otorgados para Proyectos en Infraestructura y Equipamiento de Laboratorios para Sanidad , Inocuidad y Calidad en 2015.",CSV
"Apoyos otorgados a través del Proyecto de Bioeconomía 2010 (proyecto quinquenal), del Fondo para la Transición Energética y el Aprovechamiento Sust...",CSV
"Apoyos otorgados a través del Proyecto de Bioeconomía 2010 (proyecto quinquenal), del Fondo para la Transición Energética y el Aprovechamiento Sust...",vnd.google-earth.kmz
Ubicación física de Gerencias Estatales,CSV
Ubicación física de Gerencias Estatales,vnd.google-earth.kmz
Incentivos otorgados para Proyectos Estratégicos de Alto Impacto en 2013.,vnd.google-earth.kmz
Incentivos otorgados para Proyectos Estratégicos de Alto Impacto en 2013.,CSV
Inventario Institucional de Datos de FIRCO,CSV
Apoyos otorgados a través del Programa de Fomento a la Agricultura del ejercicio 2016.,CSV
Incentivos otorgados para Proyectos del Sistema Nacional de Agroparques para el Diagnóstico y/o Proyecto Ejecutivo en 2014.,CSV
Incentivos otorgados para Proyectos del Sistema Nacional de Agroparques para el Diagnóstico y/o Proyecto Ejecutivo en 2014.,vnd.google-earth.kmz
Incentivos otorgados para Proyectos Integrales de Alto Impacto en 2015.,vnd.google-earth.kmz
Incentivos otorgados para Proyectos Integrales de Alto Impacto en 2015.,CSV
"Incentivos otorgados para Proyectos en Equipamiento de Laboratorios para Sanidad , Inocuidad y Calidad en 2014.",CSV
"Incentivos otorgados para Proyectos en Equipamiento de Laboratorios para Sanidad , Inocuidad y Calidad en 2014.",vnd.google-earth.kmz
Incentivos otorgados para Proyectos Integrales de Alto Impacto en 2014.,vnd.google-earth.kmz
Incentivos otorgados para Proyectos Integrales de Alto Impacto en 2014.,CSV
Apoyos otorgados a través del Concepto de Apoyo Infraestructura y equipamiento para Establecimientos TIF privados.,CSV
Ubicación física de las gerencias estatales que integran al FIRCO.,vnd.google-earth.kmz
Ubicación física de las gerencias estatales que integran al FIRCO.,CSV
"Apoyos otorgados a través del  Componente Infraestructura, Maquinaria y Equipo Postproductivo Pecuario.",CSV
Apoyos otorgados a través del  Componente Sustentabilidad Pecuaria.,CSV
Apoyos otorgados a través del Programa de Productividad y Competitividad Agroalimentaria del ejercicio 2016.,CSV
Apoyos otorgados a través del Proyecto de Transición Energética (2ª Ampliación Proyecto de Bioeconomía 2010).,CSV
Incentivos otorgados para Proyectos de Desarrollo de Laboratorios en 2013.,CSV
Incentivos otorgados para Proyectos de Desarrollo de Laboratorios en 2013.,vnd.google-earth.kmz
Plan de Apertura Institucional de FIRCO,CSV
Apoyos otorgados a través del Componente Bioenergía y Sustentabilidad del Programa de Fomento a la Agricultura 2014.,vnd.google-earth.kmz
Apoyos otorgados a través del Componente Bioenergía y Sustentabilidad del Programa de Fomento a la Agricultura 2014.,CSV
Apoyos otorgados a través del Concepto de Incentivo para Infraestructura y Equipamiento para Establecimientos Rastros TIF Municipales del Programa ...,CSV
Apoyos otorgados a través del Concepto de Incentivo para Infraestructura y Equipamiento para Establecimientos Rastros TIF Municipales del Programa ...,vnd.google-earth.kmz
Apoyos otorgados a través del Componente de Bioenergía y Fuentes Alternativas del Programa de Sustentabilidad de los Recursos Naturales 2013.,vnd.google-earth.kmz
Apoyos otorgados a través del Componente de Bioenergía y Fuentes Alternativas del Programa de Sustentabilidad de los Recursos Naturales 2013.,CSV
Oficios y Documentos Institucionales de FIRCO,JSON
"Apoyos otorgados a través del Concepto de Incentivo Agroindustrias, Modalidad  de: Proyecto simplificado 2017.",CSV
"Subcomponente Activos Productivos. Concepto de incentivo Laboratorios de sanidad, inocuidad y calidad",CSV
Seguimiento de egresados de CICY,CSV
Proyectos de Investigación concluidos,CSV
Oferta tecnológica,CSV
Convenios celebrados por el CICY,CSV
Oficios y Documentos Institucionales de CICY,JSON
Contrataciones de bienes y servicios de CICY,CSV
Productos de divulgacion,CSV
Inventario de plantas en venta en el Jardín Botánico Regional del CICY,CSV
Recursos de Información adquiridos,CSV
Plan de Apertura Institucional de CICY de CICY creado el 2015-10-26 20:11 (2),CSV
Plan de Apertura Institucional de CICY de CICY creado el 2015-10-26 20:12,CSV
Apoyos para estudios e investigaciones de CICY,CSV
Herbario,CSV
Inventario Institucional de Datos de CICY,XLSX
Productos académicos de CICY,CSV
Contrataciones de obra pública,CSV
Plan de Apertura Institucional de CICY,CSV
Monto total de recursos fiscales destinados a la investigacion xlsx,CSV
Tesis de Doctorado indicadores CAR  xlsx,vnd.ms-excel
Tesis de Maestria indicadores CAR xlsx,vnd.ms-excel
Actividades de divulgacion por personal de Ciencia y Tecnologia xlsx,vnd.ms-excel
Instituciones educativas atendidas por el Programa de Acercamiento a la Ciencia (PACE) csv,CSV
Actividades de divulgacion por personal de Ciencia y Tecnologia csv,CSV
Oficios y Documentos Institucionales de CIBNOR,JSON
Contratos y convenios de transferencia de conocimiento csv,vnd.ms-excel
Contratos y convenios de transferencia de conocimiento csv,CSV
Contratos y convenios de transferencia de conocimiento csv,XLSX
Tesis de Maestría y Doctorado de los Programas de Estudios de Posgrado csv,CSV
"Temperatura del agua, radiación solar y nivel del mar en la Bahía de La Paz, Baja California Sur csv",CSV
Personal academico perteneciente al Sistema Nacional de Investigadores (SNI) csv,CSV
Monto total obtenido por proyecto de investigacion financiados con recursos externos xlsx,CSV
Monto de Ingresos Propios xlsx,CSV
Tesis de Maestria y Doctorado de los Programas de Estudios de Posgrado xlsx,XLS
Proyectos cientificos vigentes xlsx,vnd.ms-excel
Publicaciones cientificas xlsx,XLS
Publicaciones cientificas csv,CSV
Tesis de Doctorado indicadores CAR csv,CSV
Inventario Institucional de Datos de CIBNOR,vnd.ms-excel
Coleccion de Dinoflagelados Marinos csv,CSV
Coleccion de Dinoflagelados Marinos xlsx,CSV
Instituciones educativas atendidas por el Programa de Acercamiento a la Ciencia (PACE) xlsx,XLSX
Proyectos científicos vigentes csv,CSV
Personal académico perteneciente al Sistema Nacional de Investigadores (SNI) xlsx,XLSX
Tesis de Maestria indicadores CAR  csv,CSV
Anexo Estadístico,vnd.ms-excel
Informe de Productividad Anual,vnd.ms-excel
Reporte de Indicadores,vnd.ms-excel
Derechos de Autor del Instituto Nacional de Electricidad y Energías Limpias,CSV
Publicaciones del INEEL,CSV
Oficios y Documentos Institucionales de INEEL,JSON
Oficios y Documentos Institucionales del INEEL,PDF
Informe Anual del INEEL,CSV
Patentes del Instituto Nacional de Electricidad y Energías Limpias,CSV
Plan de Apertura Institucional del INEEL,CSV
Inventario Institucional de Datos del INEEL,XLSX
Boletín IIE,CSV
Plan de Apertura Institucional de COFAA,CSV
Inventario Institucional de Datos de COFAA,vnd.ms-excel
Inventario Institucional de Datos de COFAA,XLSX
Oficios y Documentos Institucionales de COFAA,PDF
Registro Nacional de Estándares de Competencia,CSV
Registro Nacional de Cursos de Capacitación Basados en Estándares de Competencia de CONOCER,CSV
Comités de Gestión por Competencias de CONOCER,CSV
Inventario Institucional de Datos de CONOCER,XLSX
Entidades de Certificación y Evaluación y Organismo Certificadores de Competencias Laborales de CONOCER,CSV
Oficios y Documentos Institucionales de CONOCER,JSON
Prontuario Normativo,PDF
Prontuario Normativo,vnd.ms-excel
Plan de Apertura Institucional de PROMTEL,CSV
Proceso de contratación del proyecto de la Red Compartida,JSON
Proceso de contratación del proyecto de la Red Compartida,vnd.ms-excel
Proceso de contratación del proyecto de la Red Compartida,PDF
Inventario Institucional de Datos de PROMTEL,vnd.ms-excel
Informe de Autoevaluación del Director General Enero-Diciembre 2021,PDF
Estados Financieros al 31 de marzo de 2022 al 28 de febrero de 2022,CSV
Oficios y Documentos Institucionales de IMER,PDF
Estaciones de FM del Instituto Mexicano de la Radio,vnd.ms-excel
Áreas de Servicio de las estaciones de AM del Instituto Mexicano de la Radio,vnd.ms-excel
Áreas de Servicio de las estaciones de FM del Instituto Mexicano de la Radio,vnd.ms-excel
Estaciones de AM del Instituto Mexicano de la Radio,vnd.ms-excel
Inventario Institucional de Datos de IMER,XLSX
Plan de Apertura Institucional de IMER,CSV
Cetificados y Dictámenes de Necesidad de Equipo Médico,vnd.ms-excel
Observatorio de Telesalud,No Format.
Guías de Práctica Clínica,Portal Web php y sql
Reportes de Evaluación,PDF
Reportes de Evaluación,html y pdf
Plan de Apertura Institucional de CENETEC,CSV
Oficios y Documentos Institucionales de CENETEC,JSON
Unidades Médicas con Telemedicina de la Secretaría de Salud,XLS
Cédulas de Especificaciones Técnicas para Equipo Médico,portal web html y xml
Inventario Institucional de Datos de CENETEC,vnd.ms-excel
Estadísticas de programas de servicio social,vnd.ms-excel
Estadísticas de programas de servicio social,CSV
Proyectos de investigación científica,CSV
Proyectos de investigación científica,vnd.ms-excel
Movilidad estudiantil,CSV
Movilidad estudiantil,vnd.ms-excel
Estadísticas de tutoría,vnd.ms-excel
Estadísticas de tutoría,CSV
Estadísticas de estudiantes servicio social,vnd.ms-excel
Estadísticas de estudiantes servicio social,CSV
Convenios nacionales e internacionales de movilidad,CSV
Convenios nacionales e internacionales de movilidad,vnd.ms-excel
Datos de Bienes muebles,CSV
Presupuesto institucional.,CSV
Balance institucional,CSV
Oficios y Documentos Institucionales de UPN,JSON
Información del personal,CSV
Información del personal,XLS
Datos de Proveedores,CSV
Presupuesto y balance,php
EQUIPOS SELECTIVOS,CSV
PERSONAL DE APOYO Y ASISTENCIA A LA EDUCACIÓN POR ÁREA DE ADSCRIPCIÓN,CSV
EQUIPOS Y PARTICIPANTES EN ACTIVIDADES DEPORTIVAS,CSV
PERSONAL DOCENTE POR ÁREA DE ADSCRIPCIÓN,CSV
ACCIONES REALIZADAS POR LA UNIDAD POLITÉCNICA DE GESTIÓN CON PERSPECTIVA DE GÉNERO (UPGPG),CSV
"EGRESADOS DE NIVEL MEDIO SUPERIOR, NIVEL SUPERIOR Y NIVEL POSGRADO",CSV
EQUIPOS REPRESENTATIVOS,CSV
ACERVO BIBLIOGRÁFICO,CSV
MATRÍCULA POR PROGRAMA ACADÉMICO DE NIVEL POSGRADO,CSV
CONVENIOS DE COLABORACIÓN EN EL RUBRO DE INVESTIGACIÓN,CSV
EVENTOS Y COMPETENCIAS DEL INSTITUTO POLITÉCNICO NACIONAL,CSV
EVENTOS PRESENCIALES REALIZADOS POR LA DIRECCIÓN DE VINCULACIÓN Y DESARROLLO REGIONAL,CSV
PROYECTOS DE INVESTIGACIÓN REALIZADOS EN EL IPN,CSV
USUARIOS ATENDIDOS EN LENGUAS EXTRANJERAS EN EL IPN,CSV
EMPRESAS EN LA PLATAFORMA SISAE-SIBOLTRA,CSV
REPORTE SIIIS DATOS VINCULACIÓN 2018 - SISTEMA INSTITUCIONAL DE INFORMACIÓN DE INTEGRACIÓN SOC.,CSV
EXPOSITORES EN LA FERIA INTERNACIONAL DEL LIBRO EN EL IPN - INSTITUCIONES DEL ESTADO,CSV
INSTRUMENTOS JURÍDICOS REPORTADOS,CSV
ALUMNOS REGISTRADOS EN SERVICIO SOCIAL NIVEL SUPERIOR (NS),CSV
EXPOSITORES EN LA FERIA INTERNACIONAL DEL LIBRO EN EL IPN - UNIVERSIDADES E INST. DE EDUCACIÓN,CSV
REVISTAS PUBLICADAS POR LA DIRECCIÓN DE PUBLICACIONES,CSV
ACCIONES DE DIFUSIÓN DE LA CIENCIA Y LA TECNOLOGÍA,CSV
EXPOSITORES EN LA FERIA INTERNACIONAL DEL LIBRO EN EL IPN - PERSONAS MORALES,CSV
ESTUDIANTES COLOCADOS POR SECTOR EN PLATAFORMA SISAE-SIBOLTRA,CSV
ALUMNOS REGISTRADOS EN SERVICIO SOCIAL NIVEL MEDIO SUPERIOR-NMS,CSV
EXPOSITORES EN LA FERIA INTERNACIONAL DEL LIBRO EN EL IPN - EMPRESAS DE CIENCIA Y TECNOLOGÍA,CSV
DOCUMENTOS DIVERSOS ELABORADOS POR LA DIRECCIÓN DE BIBLIOTECAS Y PUBLICACIONES,CSV
PROYECTOS DESARROLLADOS POR LAS BRIGADAS MULTIDISCIPLINARIAS DE SERVICIO SOCIAL COMUNITARIA,CSV
EXPOSITORES EN LA FERIA INTERNACIONAL DEL LIBRO EN EL IPN - DEPENDENCIAS DEL IPN,CSV
BRIGADAS DE SERVICIO SOCIAL,CSV
"ALUMNOS REGISTRADOS EN EL PROGRAMA DE SERVICIO SOCIAL, ESCUELAS INCORPORADAS",CSV
CONVENIOS DE COOPERACIÓN ACADÉMICA IPN CON EL SECTOR EMPRESARIAL Y SECTOR EDUCATIVO,CSV
EXPOSITORES EN LA FERIA INTERNACIONAL DEL LIBRO EN EL IPN - ORGANISMOS INTERNACIONALES,CSV
LIBROS PUBLICADOS POR LA DIRECCIÓN DE BIBLIOTECAS Y PUBLICACIONES,CSV
EXPOSITORES EN LA FERIA INTERNACIONAL DEL LIBRO EN EL IPN - PERSONAS FÍSICAS,CSV
ACTIVIDADES DE LA FERIA INTERNACIONAL DEL LIBRO EN EL IPN (FIL),CSV
EXPOSITORES EN LA FERIA INTERNACIONAL DEL LIBRO EN EL IPN - ASOCIACIONES,CSV
convenios de vinculación,CSV
PROYECTOS DE INVESTIGACIÓN REALIZADOS,CSV
Acciones realizadas por la Unidad Politécnica de Gestión con Perspectiva de Género (UPGPG) en 2015,CSV
USUARIOS ATENDIDOS EN LENGUAS EXTRANJERAS,CSV
MATRÍCULA POR PROGRAMA ACADÉMICO DE NIVEL MEDIO SUPERIOR 2017,CSV
MATRÍCULA POR PROGRAMA ACADÉMICO DE NIVEL POSGRADO 2017,CSV
MATRÍCULA POR PROGRAMA ACADÉMICO DE NIVEL SUPERIOR 2017,CSV
INVENTARIO DE APLICACIONES AL 2017​,CSV
Acervo bibliográfico por nivel y unidad académica al 2016,CSV (delimitado por comas)
Usuarios atendidos por idioma en los Centros de Lenguas Extranjeras al 2016,CSV (delimitado por comas)
Matrícula por programa académico de nivel medio superior al 2016,CSV (delimitado por comas)
Matrícula de nivel superior al 2016,CSV (delimitado por comas)
Matrícula de nivel posgrado al 2016,CSV (delimitado por comas)
Programas de posgrado que pertenecen al Programa Nacional de Posgrados de Calidad (PNPC) al 2016,CSV (delimitado por comas)
Datos del Detalle del ejercicio del recurso 2016,CSV (delimitado por comas)
Eventos precenciales realizados por la Dirección de Educación Continua,CSV (delimitado por comas)
Datos del Detalle del Estado del Ejercicio Presupuestal Año 2016,CSV (delimitado por comas)
"Presupuesto y finanza, estado del ejercicio presupuestal 2014",CSV
Eventos artísticos apoyados 2014,CSV
Personal de apoyo y asistencia a la educación por área de adscripción 2015,CSV
Convenios de cooperación académica 2014,CSV
Programa académico de nivel superior 2014,CSV
Proyectos de investigación realizados 2015,CSV
"Presupuesto y finanza, estado del ejercicio presupuestal 2015",CSV
Redes de género en operación 2015,CSV
"Comités ambientales 2015, Actividades",CSV
"Programa de nivel superior, acreditados al 2015",CSV
Matrícula por programa ​académico de nivel posgrado 2015,CSV
Convenios de cooperación académica 2015,CSV
Matrícula por programa ​académico de nivel medio superior 2014,CSV
Convenios de investigación 2014,CSV
Eventos presenciales realizados por la Dirección de Educación Continua,CSV
Brigadas de servicio social 2015,CSV
Programa nacional de posgrado de calidad al 2015,CSV
Plan de Apertura Institucional de IPN,CSV
Convenios de vinculación 2015,CSV
Programa académico nivel posgrado 2014,CSV
Convenios de vinculación 2014,CSV
Convenios de investigación 2015,CSV
Proyectos de investigación realizados 2014,CSV
Eventos artísticos realizados 2015,CSV
Eventos artísticos apoyados 2015,CSV
Eventos artísticos realizados 2014,CSV
